timestep,obstacle_id,relative_direction,d_long,d_lat,adjusted_d_long,adjusted_d_lat,v_rel_long,v_rel_lat,a_rel_long,a_rel_lat,ttc_long,ttc_lat,motion_description
15.0,338.0,Behind,-32.44,-0.41,-27.93,0.0,4.08,0.12,1.86,1.25,6.85,0.0,Obstacle is driving toward the ego car from behind. Exact lateral alignment or unknown case.
16.0,30.0,Front-left,31.24,13.71,26.73,12.1,-3.24,-1.23,-0.84,0.1,8.25,9.82,Obstacle is driving toward the ego car longitudinally. Obstacle is driving toward the ego car laterally from the left.
16.0,33.0,Front-left,33.51,44.03,29.0,42.42,-3.57,-1.47,-0.59,-0.11,8.13,28.83,Obstacle is driving toward the ego car longitudinally. Obstacle is driving toward the ego car laterally from the left.
16.0,315.0,Front-left,30.4,4.34,25.89,2.73,-5.33,0.1,-0.21,-0.16,4.85,inf,Obstacle is driving toward the ego car longitudinally. Obstacle is moving away laterally to the left.
16.0,317.0,Front-left,34.82,2.47,30.32,0.86,-6.16,0.19,0.01,-0.04,4.92,inf,Obstacle is driving toward the ego car longitudinally. Obstacle is moving away laterally to the left.
16.0,320.0,Front,42.25,1.45,37.74,0.0,-5.67,-0.1,-0.18,-0.1,6.66,0.0,Obstacle is driving toward the ego car longitudinally. Exact lateral alignment or unknown case.
16.0,324.0,Front,37.28,-1.05,32.77,0.0,8.49,-0.97,-1.6,-0.9,inf,0.0,Obstacle is moving away longitudinally. Exact lateral alignment or unknown case.
16.0,325.0,Front,51.04,0.95,46.53,0.0,-4.29,0.13,-0.16,-0.16,10.85,0.0,Obstacle is driving toward the ego car longitudinally. Exact lateral alignment or unknown case.
16.0,329.0,Front,64.76,-1.11,60.26,0.0,-4.06,0.1,-0.2,-0.18,14.84,0.0,Obstacle is driving toward the ego car longitudinally. Exact lateral alignment or unknown case.
16.0,333.0,Behind,-14.59,-0.19,-10.08,0.0,6.21,0.15,-1.4,-0.91,1.62,0.0,Obstacle is driving toward the ego car from behind. Exact lateral alignment or unknown case.
16.0,338.0,Behind,-32.05,-0.48,-27.54,0.0,3.92,0.14,0.71,0.48,7.03,0.0,Obstacle is driving toward the ego car from behind. Exact lateral alignment or unknown case.
17.0,30.0,Front-left,30.91,13.58,26.4,11.97,-3.11,-1.29,-0.89,0.07,8.48,9.31,Obstacle is driving toward the ego car longitudinally. Obstacle is driving toward the ego car laterally from the left.
17.0,33.0,Front-left,33.15,43.88,28.64,42.27,-3.45,-1.49,-0.63,-0.14,8.3,28.3,Obstacle is driving toward the ego car longitudinally. Obstacle is driving toward the ego car laterally from the left.
17.0,315.0,Front-left,29.86,4.35,25.35,2.74,-5.24,0.11,-0.26,-0.18,4.83,inf,Obstacle is driving toward the ego car longitudinally. Obstacle is moving away laterally to the left.
17.0,317.0,Front-left,34.2,2.48,29.69,0.87,-6.1,0.19,-0.03,-0.07,4.87,inf,Obstacle is driving toward the ego car longitudinally. Obstacle is moving away laterally to the left.
17.0,320.0,Front,41.67,1.44,37.17,0.0,-5.58,-0.11,-0.23,-0.12,6.66,0.0,Obstacle is driving toward the ego car longitudinally. Exact lateral alignment or unknown case.
17.0,324.0,Front,38.13,-1.15,33.62,0.0,8.73,-1.05,-1.6,-0.9,inf,0.0,Obstacle is moving away longitudinally. Exact lateral alignment or unknown case.
17.0,325.0,Front,50.61,0.96,46.1,0.0,-4.2,0.13,-0.2,-0.19,10.97,0.0,Obstacle is driving toward the ego car longitudinally. Exact lateral alignment or unknown case.
17.0,329.0,Front,64.35,-1.1,59.84,0.0,-3.97,0.1,-0.24,-0.21,15.08,0.0,Obstacle is driving toward the ego car longitudinally. Exact lateral alignment or unknown case.
17.0,333.0,Behind,-13.96,-0.18,-9.45,0.0,6.63,0.15,-3.03,-1.99,1.43,0.0,Obstacle is driving toward the ego car from behind. Exact lateral alignment or unknown case.
17.0,338.0,Behind,-31.68,-0.47,-27.17,0.0,4.02,0.14,-1.23,-0.81,6.75,0.0,Obstacle is driving toward the ego car from behind. Exact lateral alignment or unknown case.
18.0,30.0,Front-left,30.59,13.46,26.08,11.85,-3.02,-1.34,-0.83,0.11,8.65,8.84,Obstacle is driving toward the ego car longitudinally. Obstacle is driving toward the ego car laterally from the left.
18.0,33.0,Front-left,32.79,43.74,28.29,42.13,-3.36,-1.52,-0.58,-0.1,8.41,27.78,Obstacle is driving toward the ego car longitudinally. Obstacle is driving toward the ego car laterally from the left.
18.0,315.0,Front-left,29.33,4.36,24.82,2.75,-5.19,0.1,-0.2,-0.15,4.78,inf,Obstacle is driving toward the ego car longitudinally. Obstacle is moving away laterally to the left.
18.0,317.0,Front-left,33.58,2.51,29.07,0.9,-6.07,0.19,0.02,-0.03,4.79,inf,Obstacle is driving toward the ego car longitudinally. Obstacle is moving away laterally to the left.
18.0,320.0,Front,41.11,1.43,36.6,0.0,-5.53,-0.16,-0.18,-0.08,6.62,0.0,Obstacle is driving toward the ego car longitudinally. Exact lateral alignment or unknown case.
18.0,324.0,Front,39.0,-1.25,34.49,0.0,8.93,-1.13,-1.56,-0.86,inf,0.0,Obstacle is moving away longitudinally. Exact lateral alignment or unknown case.
18.0,325.0,Front,50.18,0.98,45.67,0.0,-4.15,0.14,-0.15,-0.16,11.0,0.0,Obstacle is driving toward the ego car longitudinally. Exact lateral alignment or unknown case.
18.0,329.0,Front,63.95,-1.08,59.44,0.0,-3.91,0.11,-0.19,-0.18,15.19,0.0,Obstacle is driving toward the ego car longitudinally. Exact lateral alignment or unknown case.
18.0,333.0,Behind,-13.29,-0.16,-8.78,0.0,7.01,0.16,-2.98,-1.95,1.25,0.0,Obstacle is driving toward the ego car from behind. Exact lateral alignment or unknown case.
18.0,338.0,Behind,-31.27,-0.46,-26.76,0.0,4.3,0.14,-2.11,-1.39,6.23,0.0,Obstacle is driving toward the ego car from behind. Exact lateral alignment or unknown case.
19.0,30.0,Front-left,30.26,13.37,25.76,11.76,-2.87,-1.39,-1.02,-0.01,8.97,8.44,Obstacle is driving toward the ego car longitudinally. Obstacle is driving toward the ego car laterally from the left.
19.0,33.0,Front-left,32.38,43.64,27.88,42.03,-3.23,-1.54,-0.76,-0.22,8.64,27.3,Obstacle is driving toward the ego car longitudinally. Obstacle is driving toward the ego car laterally from the left.
19.0,315.0,Front-left,28.8,4.42,24.29,2.81,-5.08,0.1,-0.38,-0.26,4.78,inf,Obstacle is driving toward the ego car longitudinally. Obstacle is moving away laterally to the left.
19.0,317.0,Front-left,32.96,2.58,28.45,0.97,-5.99,0.18,-0.16,-0.14,4.75,inf,Obstacle is driving toward the ego car longitudinally. Obstacle is moving away laterally to the left.
19.0,320.0,Front,40.55,1.48,36.04,0.0,-5.43,-0.21,-0.36,-0.19,6.64,0.0,Obstacle is driving toward the ego car longitudinally. Exact lateral alignment or unknown case.
19.0,324.0,Front,39.89,-1.31,35.39,0.0,9.19,-1.18,-1.76,-0.98,inf,0.0,Obstacle is moving away longitudinally. Exact lateral alignment or unknown case.
19.0,325.0,Front,49.75,1.07,45.25,0.0,-4.05,0.14,-0.33,-0.27,11.17,0.0,Obstacle is driving toward the ego car longitudinally. Exact lateral alignment or unknown case.
19.0,329.0,Front,63.55,-0.97,59.04,0.0,-3.81,0.11,-0.37,-0.29,15.51,0.0,Obstacle is driving toward the ego car longitudinally. Exact lateral alignment or unknown case.
19.0,333.0,Behind,-12.58,-0.17,-8.07,0.0,7.45,0.18,-3.16,-2.07,1.08,0.0,Obstacle is driving toward the ego car from behind. Exact lateral alignment or unknown case.
19.0,338.0,Behind,-30.83,-0.49,-26.33,0.0,4.64,0.15,-2.46,-1.62,5.68,0.0,Obstacle is driving toward the ego car from behind. Exact lateral alignment or unknown case.
20.0,30.0,Front-left,29.98,13.21,25.47,11.6,-2.68,-1.45,-1.17,-0.11,9.51,8.02,Obstacle is driving toward the ego car longitudinally. Obstacle is driving toward the ego car laterally from the left.
20.0,33.0,Front-left,32.07,43.47,27.56,41.86,-3.05,-1.56,-0.92,-0.32,9.03,26.81,Obstacle is driving toward the ego car longitudinally. Obstacle is driving toward the ego car laterally from the left.
20.0,315.0,Front-left,28.28,4.41,23.77,2.8,-4.94,0.1,-0.54,-0.36,4.81,inf,Obstacle is driving toward the ego car longitudinally. Obstacle is moving away laterally to the left.
20.0,317.0,Front-left,32.35,2.58,27.85,0.97,-5.87,0.19,-0.32,-0.24,4.74,inf,Obstacle is driving toward the ego car longitudinally. Obstacle is moving away laterally to the left.
20.0,320.0,Front,39.99,1.44,35.49,0.0,-5.29,-0.21,-0.52,-0.29,6.71,0.0,Obstacle is driving toward the ego car longitudinally. Exact lateral alignment or unknown case.
20.0,324.0,Front,40.81,-1.45,36.3,0.0,9.48,-1.23,-1.92,-1.08,inf,0.0,Obstacle is moving away longitudinally. Exact lateral alignment or unknown case.
20.0,325.0,Front,49.34,1.07,44.83,0.0,-3.91,0.14,-0.49,-0.37,11.46,0.0,Obstacle is driving toward the ego car longitudinally. Exact lateral alignment or unknown case.
20.0,329.0,Front,63.16,-0.99,58.65,0.0,-3.66,0.12,-0.53,-0.39,16.01,0.0,Obstacle is driving toward the ego car longitudinally. Exact lateral alignment or unknown case.
20.0,333.0,Behind,-11.82,-0.15,-7.32,0.0,7.92,0.18,-3.13,-2.05,0.92,0.0,Obstacle is driving toward the ego car from behind. Exact lateral alignment or unknown case.
20.0,338.0,Behind,-30.37,-0.47,-25.86,0.0,5.04,0.16,-2.52,-1.65,5.13,0.0,Obstacle is driving toward the ego car from behind. Exact lateral alignment or unknown case.
21.0,30.0,Front-left,29.71,13.05,25.2,11.44,-2.52,-1.49,-0.84,0.1,10.02,7.67,Obstacle is driving toward the ego car longitudinally. Obstacle is driving toward the ego car laterally from the left.
21.0,33.0,Front-left,31.78,43.29,27.27,41.68,-2.95,-1.58,-0.57,-0.1,9.24,26.32,Obstacle is driving toward the ego car longitudinally. Obstacle is driving toward the ego car laterally from the left.
21.0,315.0,Front-left,27.78,4.41,23.27,2.8,-4.87,0.1,-0.19,-0.14,4.78,inf,Obstacle is driving toward the ego car longitudinally. Obstacle is moving away laterally to the left.
21.0,317.0,Front-left,31.76,2.59,27.25,0.98,-5.82,0.19,0.03,-0.02,4.68,inf,Obstacle is driving toward the ego car longitudinally. Obstacle is moving away laterally to the left.
21.0,320.0,Front,39.46,1.4,34.95,0.0,-5.22,-0.21,-0.18,-0.07,6.69,0.0,Obstacle is driving toward the ego car longitudinally. Exact lateral alignment or unknown case.
21.0,324.0,Front,41.75,-1.59,37.25,0.0,9.7,-1.28,-1.61,-0.87,inf,0.0,Obstacle is moving away longitudinally. Exact lateral alignment or unknown case.
21.0,325.0,Front,48.94,1.06,44.43,0.0,-3.84,0.15,-0.14,-0.15,11.56,0.0,Obstacle is driving toward the ego car longitudinally. Exact lateral alignment or unknown case.
21.0,329.0,Front,62.78,-1.0,58.27,0.0,-3.59,0.12,-0.18,-0.17,16.23,0.0,Obstacle is driving toward the ego car longitudinally. Exact lateral alignment or unknown case.
21.0,333.0,Behind,-11.03,-0.12,-6.52,0.0,8.28,0.18,-2.43,-1.59,0.79,0.0,Obstacle is driving toward the ego car from behind. Exact lateral alignment or unknown case.
21.0,338.0,Behind,-29.86,-0.44,-25.35,0.0,5.33,0.16,-2.16,-1.42,4.76,0.0,Obstacle is driving toward the ego car from behind. Exact lateral alignment or unknown case.
22.0,30.0,Front-left,29.45,12.91,24.94,11.3,-2.34,-1.54,-0.91,0.05,10.65,7.35,Obstacle is driving toward the ego car longitudinally. Obstacle is driving toward the ego car laterally from the left.
22.0,33.0,Front-left,31.47,43.14,26.96,41.53,-2.84,-1.61,-0.63,-0.14,9.51,25.85,Obstacle is driving toward the ego car longitudinally. Obstacle is driving toward the ego car laterally from the left.
22.0,315.0,Front-left,27.28,4.43,22.78,2.82,-4.78,0.1,-0.25,-0.18,4.76,inf,Obstacle is driving toward the ego car longitudinally. Obstacle is moving away laterally to the left.
22.0,317.0,Front-left,31.17,2.61,26.66,1.0,-5.76,0.19,-0.03,-0.06,4.63,inf,Obstacle is driving toward the ego car longitudinally. Obstacle is moving away laterally to the left.
22.0,320.0,Front,38.93,1.38,34.42,0.0,-5.14,-0.22,-0.23,-0.11,6.7,0.0,Obstacle is driving toward the ego car longitudinally. Exact lateral alignment or unknown case.
22.0,324.0,Front-right,42.73,-1.72,38.22,-0.11,9.95,-1.36,-1.71,-0.92,inf,inf,Obstacle is moving away longitudinally. Obstacle is moving away laterally to the right.
22.0,325.0,Front,48.55,1.08,44.04,0.0,-3.76,0.15,-0.2,-0.19,11.71,0.0,Obstacle is driving toward the ego car longitudinally. Exact lateral alignment or unknown case.
22.0,329.0,Front,62.42,-0.98,57.91,0.0,-3.5,0.13,-0.24,-0.21,16.53,0.0,Obstacle is driving toward the ego car longitudinally. Exact lateral alignment or unknown case.
22.0,333.0,Behind,-10.19,-0.11,-5.68,0.0,8.62,0.21,-2.18,-1.43,0.66,0.0,Obstacle is driving toward the ego car from behind. Exact lateral alignment or unknown case.
22.0,338.0,Behind,-29.33,-0.42,-24.82,0.0,5.67,0.16,-2.12,-1.4,4.38,0.0,Obstacle is driving toward the ego car from behind. Exact lateral alignment or unknown case.
23.0,30.0,Front-left,29.21,12.76,24.7,11.15,-2.2,-1.59,-0.96,0.02,11.23,7.02,Obstacle is driving toward the ego car longitudinally. Obstacle is driving toward the ego car laterally from the left.
23.0,33.0,Front-left,31.16,42.99,26.65,41.38,-2.71,-1.63,-0.68,-0.17,9.85,25.41,Obstacle is driving toward the ego car longitudinally. Obstacle is driving toward the ego car laterally from the left.
23.0,315.0,Front-left,26.8,4.45,22.29,2.84,-4.68,0.1,-0.3,-0.21,4.76,inf,Obstacle is driving toward the ego car longitudinally. Obstacle is moving away laterally to the left.
23.0,317.0,Front-left,30.58,2.64,26.07,1.03,-5.69,0.19,-0.08,-0.09,4.58,inf,Obstacle is driving toward the ego car longitudinally. Obstacle is moving away laterally to the left.
23.0,320.0,Front,38.4,1.38,33.9,0.0,-5.05,-0.23,-0.28,-0.14,6.72,0.0,Obstacle is driving toward the ego car longitudinally. Exact lateral alignment or unknown case.
23.0,324.0,Front-right,43.72,-1.83,39.21,-0.22,10.2,-1.49,-1.73,-0.92,inf,inf,Obstacle is moving away longitudinally. Obstacle is moving away laterally to the right.
23.0,325.0,Front,48.16,1.12,43.66,0.0,-3.66,0.16,-0.25,-0.22,11.91,0.0,Obstacle is driving toward the ego car longitudinally. Exact lateral alignment or unknown case.
23.0,329.0,Front,62.06,-0.94,57.55,0.0,-3.4,0.13,-0.29,-0.24,16.91,0.0,Obstacle is driving toward the ego car longitudinally. Exact lateral alignment or unknown case.
23.0,333.0,Behind,-9.33,-0.09,-4.82,0.0,8.93,0.26,-2.07,-1.37,0.54,0.0,Obstacle is driving toward the ego car from behind. Exact lateral alignment or unknown case.
23.0,338.0,Behind,-28.75,-0.42,-24.24,0.0,5.96,0.16,-1.54,-1.01,4.07,0.0,Obstacle is driving toward the ego car from behind. Exact lateral alignment or unknown case.
24.0,30.0,Front-left,28.98,12.6,24.47,10.99,-2.1,-1.64,-0.82,0.11,11.64,6.69,Obstacle is driving toward the ego car longitudinally. Obstacle is driving toward the ego car laterally from the left.
24.0,33.0,Front-left,30.89,42.83,26.38,41.22,-2.62,-1.65,-0.53,-0.07,10.06,24.96,Obstacle is driving toward the ego car longitudinally. Obstacle is driving toward the ego car laterally from the left.
24.0,315.0,Front-left,26.32,4.46,21.81,2.85,-4.63,0.1,-0.16,-0.12,4.71,inf,Obstacle is driving toward the ego car longitudinally. Obstacle is moving away laterally to the left.
24.0,317.0,Front-left,30.0,2.66,25.49,1.05,-5.66,0.19,0.07,0.0,4.5,inf,Obstacle is driving toward the ego car longitudinally. Obstacle is moving away laterally to the left.
24.0,320.0,Front,37.89,1.35,33.38,0.0,-4.99,-0.28,-0.14,-0.04,6.69,0.0,Obstacle is driving toward the ego car longitudinally. Exact lateral alignment or unknown case.
24.0,324.0,Front-right,44.74,-2.0,40.23,-0.39,10.38,-1.7,-1.52,-0.78,inf,inf,Obstacle is moving away longitudinally. Obstacle is moving away laterally to the right.
24.0,325.0,Front,47.79,1.13,43.28,0.0,-3.61,0.16,-0.1,-0.13,11.98,0.0,Obstacle is driving toward the ego car longitudinally. Exact lateral alignment or unknown case.
24.0,329.0,Front,61.71,-0.93,57.2,0.0,-3.35,0.14,-0.14,-0.15,17.09,0.0,Obstacle is driving toward the ego car longitudinally. Exact lateral alignment or unknown case.
24.0,333.0,Behind,-8.43,-0.06,-3.92,0.0,9.19,0.29,-1.89,-1.25,0.43,0.0,Obstacle is driving toward the ego car from behind. Exact lateral alignment or unknown case.
24.0,338.0,Behind,-28.16,-0.4,-23.65,0.0,6.12,0.16,-1.42,-0.93,3.87,0.0,Obstacle is driving toward the ego car from behind. Exact lateral alignment or unknown case.
25.0,30.0,Front-left,28.77,12.43,24.26,10.82,-1.97,-1.7,-0.94,0.03,12.29,6.38,Obstacle is driving toward the ego car longitudinally. Obstacle is driving toward the ego car laterally from the left.
25.0,33.0,Front-left,30.62,42.66,26.12,41.05,-2.51,-1.67,-0.66,-0.15,10.42,24.52,Obstacle is driving toward the ego car longitudinally. Obstacle is driving toward the ego car laterally from the left.
25.0,315.0,Front-left,25.85,4.46,21.34,2.85,-4.54,0.1,-0.28,-0.2,4.7,inf,Obstacle is driving toward the ego car longitudinally. Obstacle is moving away laterally to the left.
25.0,317.0,Front-left,29.43,2.67,24.92,1.06,-5.6,0.19,-0.06,-0.08,4.45,inf,Obstacle is driving toward the ego car longitudinally. Obstacle is moving away laterally to the left.
25.0,320.0,Front,37.39,1.32,32.88,0.0,-4.91,-0.34,-0.27,-0.11,6.7,0.0,Obstacle is driving toward the ego car longitudinally. Exact lateral alignment or unknown case.
25.0,324.0,Front-right,45.78,-2.18,41.27,-0.57,10.6,-1.85,-1.65,-0.85,inf,inf,Obstacle is moving away longitudinally. Obstacle is moving away laterally to the right.
25.0,325.0,Front,47.42,1.14,42.91,0.0,-3.53,0.17,-0.23,-0.21,12.15,0.0,Obstacle is driving toward the ego car longitudinally. Exact lateral alignment or unknown case.
25.0,329.0,Front,61.37,-0.93,56.86,0.0,-3.26,0.14,-0.27,-0.23,17.44,0.0,Obstacle is driving toward the ego car longitudinally. Exact lateral alignment or unknown case.
25.0,333.0,Behind,-7.51,-0.03,-3.0,0.0,9.48,0.32,-1.93,-1.28,0.32,0.0,Obstacle is driving toward the ego car from behind. Exact lateral alignment or unknown case.
25.0,338.0,Behind,-27.55,-0.38,-23.04,0.0,6.4,0.16,-2.03,-1.33,3.6,0.0,Obstacle is driving toward the ego car from behind. Exact lateral alignment or unknown case.
26.0,30.0,Front-left,28.58,12.22,24.08,10.61,-1.82,-1.75,-1.04,-0.03,13.23,6.06,Obstacle is driving toward the ego car longitudinally. Obstacle is driving toward the ego car laterally from the left.
26.0,33.0,Front-left,30.43,42.44,25.92,40.83,-2.37,-1.7,-0.76,-0.22,10.95,24.08,Obstacle is driving toward the ego car longitudinally. Obstacle is driving toward the ego car laterally from the left.
26.0,315.0,Front-left,25.4,4.44,20.89,2.83,-4.43,0.1,-0.39,-0.26,4.72,inf,Obstacle is driving toward the ego car longitudinally. Obstacle is moving away laterally to the left.
26.0,317.0,Front-left,28.86,2.65,24.35,1.04,-5.51,0.2,-0.16,-0.14,4.42,inf,Obstacle is driving toward the ego car longitudinally. Obstacle is moving away laterally to the left.
26.0,320.0,Front,36.89,1.23,32.38,0.0,-4.8,-0.34,-0.37,-0.18,6.75,0.0,Obstacle is driving toward the ego car longitudinally. Exact lateral alignment or unknown case.
26.0,324.0,Front-right,46.83,-2.44,42.32,-0.83,10.85,-1.93,-1.84,-0.95,inf,inf,Obstacle is moving away longitudinally. Obstacle is moving away laterally to the right.
26.0,325.0,Front,47.06,1.09,42.55,0.0,-3.42,0.18,-0.33,-0.27,12.43,0.0,Obstacle is driving toward the ego car longitudinally. Exact lateral alignment or unknown case.
26.0,329.0,Front,61.03,-1.0,56.53,0.0,-3.15,0.15,-0.37,-0.29,17.96,0.0,Obstacle is driving toward the ego car longitudinally. Exact lateral alignment or unknown case.
26.0,333.0,Behind,-6.56,0.02,-2.05,0.0,9.78,0.3,-2.06,-1.36,0.21,0.0,Obstacle is driving toward the ego car from behind. Exact lateral alignment or unknown case.
26.0,338.0,Behind,-26.9,-0.33,-22.39,0.0,6.73,0.15,-2.12,-1.39,3.33,0.0,Obstacle is driving toward the ego car from behind. Exact lateral alignment or unknown case.
27.0,30.0,Front-left,28.39,12.04,23.89,10.43,-1.69,-1.8,-1.02,-0.02,14.12,5.78,Obstacle is driving toward the ego car longitudinally. Obstacle is driving toward the ego car laterally from the left.
27.0,33.0,Front-left,30.18,42.27,25.67,40.66,-2.25,-1.72,-0.74,-0.2,11.4,23.66,Obstacle is driving toward the ego car longitudinally. Obstacle is driving toward the ego car laterally from the left.
27.0,315.0,Front-left,24.94,4.45,20.44,2.84,-4.34,0.1,-0.36,-0.25,4.7,inf,Obstacle is driving toward the ego car longitudinally. Obstacle is moving away laterally to the left.
27.0,317.0,Front-left,28.3,2.67,23.79,1.06,-5.45,0.19,-0.14,-0.13,4.36,inf,Obstacle is driving toward the ego car longitudinally. Obstacle is moving away laterally to the left.
27.0,320.0,Front,36.4,1.2,31.89,0.0,-4.72,-0.34,-0.35,-0.17,6.76,0.0,Obstacle is driving toward the ego car longitudinally. Exact lateral alignment or unknown case.
27.0,324.0,Front-right,47.92,-2.63,43.41,-1.02,11.1,-1.97,-1.84,-0.95,inf,inf,Obstacle is moving away longitudinally. Obstacle is moving away laterally to the right.
27.0,325.0,Front,46.71,1.11,42.2,0.0,-3.34,0.18,-0.31,-0.26,12.63,0.0,Obstacle is driving toward the ego car longitudinally. Exact lateral alignment or unknown case.
27.0,329.0,Front,60.71,-0.98,56.2,0.0,-3.06,0.15,-0.35,-0.28,18.35,0.0,Obstacle is driving toward the ego car longitudinally. Exact lateral alignment or unknown case.
27.0,333.0,Behind,-5.58,0.04,-1.07,0.0,10.08,0.29,-2.1,-1.39,0.11,0.0,Obstacle is driving toward the ego car from behind. Exact lateral alignment or unknown case.
27.0,338.0,Behind,-26.23,-0.32,-21.72,0.0,7.01,0.15,-2.27,-1.49,3.1,0.0,Obstacle is driving toward the ego car from behind. Exact lateral alignment or unknown case.
28.0,30.0,Front-left,28.22,11.85,23.71,10.24,-1.5,-1.86,-1.25,-0.17,15.8,5.52,Obstacle is driving toward the ego car longitudinally. Obstacle is driving toward the ego car laterally from the left.
28.0,33.0,Front-left,29.96,42.1,25.45,40.49,-2.08,-1.74,-0.97,-0.36,12.26,23.26,Obstacle is driving toward the ego car longitudinally. Obstacle is driving toward the ego car laterally from the left.
28.0,315.0,Front-left,24.5,4.46,20.0,2.85,-4.2,0.1,-0.6,-0.4,4.77,inf,Obstacle is driving toward the ego car longitudinally. Obstacle is moving away laterally to the left.
28.0,317.0,Front-left,27.75,2.69,23.24,1.08,-5.33,0.19,-0.37,-0.28,4.36,inf,Obstacle is driving toward the ego car longitudinally. Obstacle is moving away laterally to the left.
28.0,320.0,Front,35.92,1.16,31.41,0.0,-4.58,-0.35,-0.59,-0.32,6.86,0.0,Obstacle is driving toward the ego car longitudinally. Exact lateral alignment or unknown case.
28.0,324.0,Front-right,49.03,-2.84,44.52,-1.23,11.41,-1.98,-1.95,-1.04,inf,inf,Obstacle is moving away longitudinally. Obstacle is moving away laterally to the right.
28.0,325.0,Front,46.37,1.12,41.86,0.0,-3.2,0.19,-0.54,-0.41,13.09,0.0,Obstacle is driving toward the ego car longitudinally. Exact lateral alignment or unknown case.
28.0,329.0,Front,60.4,-0.98,55.89,0.0,-2.91,0.16,-0.58,-0.43,19.18,0.0,Obstacle is driving toward the ego car longitudinally. Exact lateral alignment or unknown case.
28.0,333.0,Behind,-4.57,0.07,-0.06,0.0,10.43,0.37,-2.38,-1.59,0.01,0.0,Obstacle is driving toward the ego car from behind. Exact lateral alignment or unknown case.
28.0,338.0,Behind,-25.53,-0.3,-21.02,0.0,7.42,0.14,-2.75,-1.8,2.83,0.0,Obstacle is driving toward the ego car from behind. Exact lateral alignment or unknown case.
